Ticket ID,Priority,Status,Subject,Description,Address,Raised At,Closed At,order_id
3P1135,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-11-26 06:15:34.160042+00:00,2025-11-26 07:15:34.160042+00:00,ORD807963
2P1136,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Surat,2025-12-15 08:42:34.160042+00:00,2025-12-20 08:42:34.160042+00:00,ORD299724
3P1137,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-29 17:12:34.160042+00:00,2025-12-29 18:12:34.160042+00:00,ORD462638
2P1138,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Delhi,2026-01-14 07:31:34.160042+00:00,2026-01-14 08:31:34.160042+00:00,ORD884051
3P1139,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Jaipur,2026-01-03 10:05:34.160042+00:00,,ORD595287
3P1140,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-17 12:09:34.160042+00:00,,ORD505964
3P1141,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Lucknow,2025-12-26 12:41:34.160042+00:00,,ORD799130
2P1142,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Patna,2025-11-29 15:35:34.160042+00:00,2025-11-30 15:35:34.160042+00:00,ORD460769
3P1143,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Bangalore,2026-01-22 15:00:34.160042+00:00,,ORD632424
1P1144,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Delhi,2025-12-12 14:57:34.160042+00:00,,ORD776468
3P1145,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Mumbai,2025-12-02 14:54:34.160042+00:00,2025-12-02 22:54:34.160042+00:00,ORD305327
3P1146,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Jaipur,2026-02-12 10:25:34.160042+00:00,2026-02-12 12:25:34.160042+00:00,ORD571921
1P1147,P1,CLOSED,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Chandigarh,2025-12-06 10:00:34.160042+00:00,2025-12-06 12:00:34.160042+00:00,ORD312123
3P1148,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Patna,2026-01-31 22:39:34.160042+00:00,2026-02-01 00:39:34.160042+00:00,ORD845956
3P1149,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Chandigarh,2025-12-24 17:35:34.160042+00:00,2025-12-26 17:35:34.160042+00:00,ORD506104
2P1150,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Patna,2026-01-10 18:22:34.160042+00:00,,ORD659509
1P1151,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Hyderabad,2026-01-24 20:53:34.160042+00:00,2026-01-24 21:53:34.160042+00:00,ORD235190
1P1152,P1,OPEN,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Hyderabad,2026-02-15 10:12:34.160042+00:00,,ORD897782
2P1153,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Chennai,2026-01-08 01:17:34.160042+00:00,,ORD215705
2P1154,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-01-17 01:26:34.160042+00:00,2026-01-17 09:26:34.160042+00:00,ORD454750
3P1155,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Chandigarh,2026-01-07 07:05:34.160042+00:00,2026-01-07 09:05:34.160042+00:00,ORD961994
3P1156,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-02-13 13:09:34.160042+00:00,,ORD970373
3P1157,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Jaipur,2026-01-03 04:10:34.160042+00:00,,ORD329228
3P1158,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Bangalore,2026-01-19 04:55:34.160042+00:00,2026-01-21 04:55:34.160042+00:00,ORD777872
3P1159,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2026-01-26 18:44:34.160042+00:00,2026-01-26 20:44:34.160042+00:00,ORD729052
3P1160,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2025-12-03 20:43:34.160042+00:00,2025-12-04 04:43:34.160042+00:00,ORD315767
2P1161,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-01-21 11:44:34.160042+00:00,,ORD339205
3P1162,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-01-08 07:38:34.160042+00:00,,ORD829664
2P1163,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Chennai,2025-12-26 18:32:34.160042+00:00,2025-12-26 19:32:34.160042+00:00,ORD645373
3P1164,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Patna,2025-11-27 15:10:34.160042+00:00,2025-11-27 19:10:34.160042+00:00,ORD330863
3P1165,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Jaipur,2025-11-30 20:22:34.160042+00:00,2025-12-01 04:22:34.160042+00:00,ORD868990
3P1166,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-10 07:35:34.160042+00:00,,ORD475802
3P1167,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-13 16:47:34.160042+00:00,2025-12-15 16:47:34.160042+00:00,ORD974001
1P1168,P1,OPEN,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Surat,2026-02-15 17:47:34.160042+00:00,,ORD521635
2P1169,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2026-02-14 02:49:34.160042+00:00,,ORD233472
3P1170,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-01 03:10:34.160042+00:00,,ORD825286
3P1171,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Kolkata,2026-02-17 04:49:34.160042+00:00,,ORD561127
3P1172,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Patna,2026-02-08 21:16:34.160042+00:00,,ORD831303
2P1173,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Hyderabad,2025-12-21 12:47:34.160042+00:00,,ORD203795
3P1174,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Jaipur,2026-01-23 19:18:34.160042+00:00,2026-01-23 19:48:34.160042+00:00,ORD786967
3P1175,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Mumbai,2026-01-19 12:31:34.160042+00:00,2026-01-19 13:01:34.160042+00:00,ORD112638
3P1176,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-23 03:17:34.160042+00:00,2025-12-23 03:47:34.160042+00:00,ORD958821
3P1177,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-02-14 09:12:34.160042+00:00,2026-02-14 09:42:34.160042+00:00,ORD186827
3P1178,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Indore,2026-02-06 08:43:34.160042+00:00,2026-02-09 08:43:34.160042+00:00,ORD533389
3P1179,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Indore,2026-01-09 12:20:34.160042+00:00,2026-01-09 13:20:34.160042+00:00,ORD867273
3P1180,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Bhopal,2026-02-04 21:01:34.160042+00:00,2026-02-04 23:01:34.160042+00:00,ORD271775
2P1181,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Hyderabad,2025-12-25 15:02:34.160042+00:00,2025-12-27 15:02:34.160042+00:00,ORD777309
3P1182,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Patna,2025-12-06 11:02:34.160042+00:00,,ORD469082
2P1183,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Ahmedabad,2025-11-29 14:50:34.160042+00:00,2025-11-29 22:50:34.160042+00:00,ORD891921
3P1184,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Jaipur,2026-01-01 12:51:34.160042+00:00,2026-01-01 13:51:34.160042+00:00,ORD733701
3P1185,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-17 00:16:34.160042+00:00,2025-12-17 04:16:34.160042+00:00,ORD115216
1P1186,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Chennai,2025-12-19 15:39:34.160042+00:00,2025-12-19 17:39:34.160042+00:00,ORD325450
3P1187,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Lucknow,2026-02-08 14:58:34.160042+00:00,2026-02-08 15:58:34.160042+00:00,ORD357253
1P1188,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Chandigarh,2025-12-09 17:34:34.160042+00:00,,ORD317033
3P1189,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-13 01:43:34.160042+00:00,,ORD343219
3P1190,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2025-11-30 20:34:34.160042+00:00,2025-11-30 22:34:34.160042+00:00,ORD529145
3P1191,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Jaipur,2025-12-21 22:13:34.160042+00:00,2025-12-22 02:13:34.160042+00:00,ORD708994
3P1192,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Chennai,2026-01-14 03:14:34.160042+00:00,2026-01-15 03:14:34.160042+00:00,ORD161829
3P1193,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Bangalore,2025-12-11 22:24:34.160042+00:00,2025-12-12 00:24:34.160042+00:00,ORD729707
2P1194,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2025-12-12 16:18:34.160042+00:00,,ORD772061
3P1195,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Mumbai,2025-12-14 11:00:34.160042+00:00,,ORD973137
3P1196,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Ahmedabad,2025-12-30 12:24:34.160042+00:00,2025-12-30 12:54:34.160042+00:00,ORD186625
3P1197,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Patna,2026-01-17 11:19:34.160042+00:00,2026-01-17 13:19:34.160042+00:00,ORD268521
3P1198,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-12 19:08:34.160042+00:00,,ORD890805
2P1199,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Bangalore,2026-01-14 12:56:34.160042+00:00,,ORD431411
2P1200,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Chandigarh,2025-12-11 21:50:34.160042+00:00,2025-12-14 21:50:34.160042+00:00,ORD927006
3P1201,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2026-01-16 13:52:34.160042+00:00,,ORD833139
2P1202,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Chennai,2026-02-18 14:26:34.160042+00:00,2026-02-18 22:26:34.160042+00:00,ORD197474
3P1203,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Chennai,2025-11-26 00:09:34.160042+00:00,,ORD913449
3P1204,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Hyderabad,2026-01-07 08:12:34.160042+00:00,,ORD842610
3P1205,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Ahmedabad,2025-12-29 18:09:34.160042+00:00,,ORD793776
3P1206,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Pune,2025-12-02 05:26:34.160042+00:00,2025-12-02 13:26:34.160042+00:00,ORD469125
3P1207,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Ahmedabad,2026-02-15 07:55:34.160042+00:00,2026-02-15 08:55:34.160042+00:00,ORD582552
3P1208,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Chandigarh,2026-01-10 15:27:34.160042+00:00,2026-01-10 23:27:34.160042+00:00,ORD950516
3P1209,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Pune,2026-01-27 11:26:34.160042+00:00,2026-01-27 13:26:34.160042+00:00,ORD208928
3P1210,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-30 22:25:34.160042+00:00,2025-12-30 23:25:34.160042+00:00,ORD941097
3P1211,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Jaipur,2025-11-25 15:57:34.160042+00:00,,ORD138872
2P1212,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2026-01-12 23:49:34.160042+00:00,2026-01-13 23:49:34.160042+00:00,ORD947715
3P1213,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Lucknow,2026-02-02 01:45:34.160042+00:00,,ORD798350
3P1214,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Chennai,2026-01-07 14:36:34.160042+00:00,,ORD958473
3P1215,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Hyderabad,2025-12-26 15:25:34.160042+00:00,2025-12-26 17:25:34.160042+00:00,ORD819238
1P1216,P1,CLOSED,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Pune,2026-02-04 09:45:34.160042+00:00,2026-02-04 17:45:34.160042+00:00,ORD860523
3P1217,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Chennai,2026-01-10 02:53:34.160042+00:00,2026-01-11 02:53:34.160042+00:00,ORD574442
